marmousi 751x2301	4 frequencies
	ppn	nodes	time 1		time 2		time 3		time 4		time 5
	2	2	74m53395s	75m11244s	75m36524s	75m1807s	75m25740s	
	2	4	66m2191s	56m57104s	55m57338s	56m24537s	55m56802s	
	2	6	52m57997s	52m52999s	52m58598s	52m22324s	53m10052s	
	2	8	36m11384s		

	4	2	
	4	4	
	4	6	
	4	8	

	6	2	
	6	4	
	6	6	
	6	8	

